Original Price,Miles Driven,Mileage,Tank Size,HorsePower,Top Speed,Acceleration,Age,Manual Transmission,Fuel,Estimated Price
3896000,2972,46.44970801320716,13.603731938532682,444,180,11.915928787465013,4,False,Diesel,2268273.763976284
3454000,744,44.08748433835322,29.002903560699554,530,266,13.411195599990613,8,True,Petrol,1613861.1760830798
4209000,1323,29.253885768166903,21.114782197466123,418,201,7.397330317811903,6,True,EV,2573575.446506784
2684000,1362,33.54065749859477,22.48657676238411,344,215,13.77310137472554,6,True,Diesel,1219332.9111446308
3684000,1215,27.845401486380265,11.047551553529406,357,255,8.934502250400698,4,False,EV,2324976.0140131284
2622000,1916,17.23394082500138,15.146692625275172,461,190,13.409511965022055,5,False,EV,1475028.922941117
3087000,618,40.70228140767888,21.769431780277486,319,189,5.413140656867194,4,True,EV,1758893.5697870413
3224000,2125,41.359904856751534,24.33315645719714,384,235,9.428502641959682,8,False,Petrol,1422180.304939149
3500000,635,55.86830112690894,21.798086370528946,516,203,13.685559353307056,2,False,Diesel,2102441.760137771
2571000,4860,53.94485551741757,18.065327185259264,534,260,10.644460205144274,7,False,Petrol,871527.8840477193
2627000,935,26.299592697694557,12.765229678560084,488,234,4.795685528863197,4,True,EV,1571444.9759847235
3727000,2818,33.24552321842687,26.753540756803382,516,226,10.487023791297096,5,True,Diesel,2223552.4553938634
3640000,684,40.26487487271628,11.657582996713847,588,199,13.074309108032843,4,False,Diesel,2181480.8127969615
2359000,4242,39.840968513796504,19.939976166406336,455,209,6.494513285373305,7,True,Diesel,849877.2771484343
2218000,1976,48.775629919295106,18.231553258324276,358,181,11.506329871241862,4,True,Petrol,915899.8698319583
3855000,3148,50.59884614436502,21.39540148100047,252,240,9.494631637692201,8,True,EV,1798914.4826257252
3177000,843,18.960838056400746,21.50684277823831,275,263,9.732906076539134,4,True,Diesel,1977229.3615209658
3147000,4842,30.9738932777937,15.773173309546335,568,239,6.6219881583301765,3,False,Diesel,1988177.8250576225
4335000,1374,59.650797388574354,15.047681162550292,563,238,11.246293386277257,8,True,Diesel,2145813.781579659
3954000,1604,17.103932689532655,26.381294270554815,455,191,12.01317835151019,4,True,Diesel,2646410.817842811
3036000,4579,22.480593008816125,11.342848865796999,338,221,7.54457569339862,5,False,CNG,1697693.7061348548
3991000,2647,22.13098782375914,24.390468317990454,505,181,8.930442228748984,3,True,Diesel,2750967.664391689
2004000,3913,42.86957818258955,14.638663935601619,289,269,10.67484304612606,3,False,Petrol,862885.7910509433
4424000,926,33.171278116833555,20.394386197736562,327,188,12.929298475394733,2,True,Diesel,3018311.329115561
4298000,4536,46.183889632754045,10.52771331169109,452,212,10.952420902199515,6,True,Diesel,2384323.172230896
2863000,3744,26.213630992057407,22.99872844633223,253,221,4.460482640389288,6,True,Diesel,1459421.0466366755
3311000,2697,58.89173652207067,27.735878765783745,574,196,12.09341400859876,2,True,Petrol,1948671.4190960808
3745000,934,53.83662083827148,18.0236875981266,261,211,6.173169847589076,2,True,CNG,2288067.2711417093
3999000,834,51.05197879309041,25.45966341702625,486,180,12.55555020709225,2,True,Petrol,2562034.7287248415
1805000,4486,29.6259089611901,28.023070275351888,384,262,5.820108672210276,5,True,Petrol,714628.2408091162
3315000,1110,30.7152038250384,29.746223734741587,504,254,7.202600185388028,7,True,CNG,1751723.6674142573
3761000,3795,43.71385068413983,18.438506903660784,374,223,9.486082906024606,3,True,Petrol,2297485.3367251256
2336000,4835,42.69629046208733,12.37578380685437,474,255,9.609767423352437,2,True,Diesel,1268807.1873745243
4028000,4281,21.074162687460987,12.50237556471711,443,234,11.853262464880796,2,False,EV,2842857.7937484845
2951000,544,40.79521583511007,17.55583260810416,559,207,13.4069273552263,3,False,Petrol,1733024.1950951265
3071000,3628,45.83868505276165,12.795535784868523,372,190,4.084180854374873,5,True,Diesel,1553002.722018828
3416000,2271,20.70998177169315,24.10352478971219,554,223,11.101365671019266,7,False,Petrol,1915149.5559570794
3806000,3539,38.76457552891908,28.36879227564026,529,228,10.667941546354502,8,True,EV,1949249.457640158
2137000,1267,26.281376799096357,15.939851241890285,564,189,9.371854162329884,8,False,Diesel,739511.202131185
4404000,3750,19.225557338368564,26.526187504147675,423,201,9.361989435935897,8,True,Diesel,2575026.270279925
3590000,3287,17.10777051265015,16.750734274109735,390,250,10.719636607070575,8,True,Diesel,1920142.432146435
2329000,3494,38.482765592373184,28.825938822620017,577,263,13.868116242148634,5,True,Diesel,1036793.3161552779
1971000,1160,18.920855982468,10.176211935857449,369,246,12.00240641191603,3,True,EV,1124161.173337155
3475000,828,38.37102105427877,19.596043115276405,445,257,9.132519054502875,4,False,CNG,2057767.1978877813
3960000,4779,57.12508066883018,11.591428044140361,374,195,8.85177951718033,7,True,Petrol,1908356.1991655228
3176000,787,57.46268636979076,28.185803087956337,405,233,11.353986971235145,6,True,Petrol,1434290.433974169
4395000,3188,17.860195559267652,20.16701651578209,349,261,6.319531606753205,4,True,Petrol,2992134.9250660697
4349000,1785,43.9516177000196,14.758226531281045,475,227,4.166665652083969,3,True,Petrol,2851651.407545586
2447000,3286,50.470460435538,18.413680313809863,410,243,11.402984138023108,6,False,EV,897396.1094737601
4463000,1346,15.375373496838137,21.924702166238788,486,232,4.388164766130664,7,True,Petrol,2841497.636751951
3014000,3890,41.91033266799223,29.033444117122357,379,255,9.373286735644868,5,True,EV,1554795.6555692372
3747000,2764,43.705679406041185,24.06861280161003,496,239,8.500462079494724,2,False,Diesel,2442924.9891837463
2424000,3592,26.945615560250253,11.868509143528081,431,183,13.711810607342674,8,True,Diesel,864665.6966807054
3551000,4248,34.925054419861524,22.176316258161705,517,195,12.706258122629688,5,True,CNG,2017299.4082311816
1894000,4283,50.6048452980839,10.607651406130675,574,186,11.95942525865096,8,True,Diesel,249480.24264423328
2175000,2789,37.082569376528554,13.383585772155776,492,202,12.234885744868457,5,True,CNG,892999.032838092
2081000,1313,34.66662155413219,16.18852509933596,287,245,6.47591046300689,3,True,EV,1084093.94102198
4281000,1842,53.433861932747384,20.88350154732263,327,190,13.853615832987387,3,False,Diesel,2587167.0507911886
2088000,1323,15.969443763121758,22.504021940549123,575,210,13.718370188082009,2,True,Diesel,1382734.2371621355
2042000,4700,59.30025052609209,28.404970016717165,332,188,13.744845899674706,5,True,Petrol,530016.5489042264
3702000,4716,35.65407051154823,26.02719742932325,386,231,5.0139149571527,5,True,EV,2187603.270028341
3244000,4874,53.39011692409511,22.69155663445806,481,237,9.405021458624951,4,True,Petrol,1713371.757059852
2999000,3698,32.04117560880579,11.524370227930332,579,241,7.676792260968179,8,False,Diesel,1358625.3035343096
3207000,4869,58.14428276499208,27.47980403621025,501,231,8.360186114986323,2,False,Petrol,1858376.8028082394
4418000,4316,22.40676872826694,22.636435509201398,475,196,5.705167981227865,4,True,Petrol,2994597.806687724
3478000,1902,58.133539307890956,21.229018467280554,389,261,9.997670886778586,5,True,CNG,1732325.2462732857
4232000,4996,25.044166228131225,29.589750661147832,346,233,12.30999903658072,7,True,Diesel,2427707.933874951
3954000,3502,29.98099549478406,20.498492847406823,444,218,4.3637369005536435,5,True,CNG,2436521.7680949783
3465000,4699,59.15538880142953,22.687790820209152,576,183,5.866247843822714,4,False,Diesel,1875660.1177276282
4067000,4680,20.21027296796106,23.381672711867523,585,263,4.06999521390113,4,True,Diesel,2770635.1633002157
4208000,2034,33.57931602720059,20.524899827322706,288,226,7.488467596278889,8,False,Diesel,2258218.2939076084
2233000,3619,40.14278596699906,26.714592168939127,413,226,7.898098549411219,4,False,Diesel,1040815.65165657
2300000,2423,25.950272676221232,17.339170819122806,571,244,4.024016236426768,6,True,Petrol,1120974.6010936527
2312000,4616,29.762394206373834,27.150823261029117,482,269,13.37743982141111,7,True,CNG,868073.0267405852
2161000,4416,31.163085983350417,29.293710386864213,450,264,11.664785444679525,8,True,Diesel,649851.9776100588
4288000,943,34.64941787745025,10.172922024905038,574,220,6.790564564988886,8,True,Petrol,2404885.3685765113
4286000,672,15.571966729949152,22.902090235276308,506,231,13.653737020984634,5,True,Petrol,2842729.254780275
2273000,2681,53.82240809575436,22.045252559044656,367,240,9.556981320266825,6,False,CNG,703647.4141685549
2364000,4495,39.804990770110194,18.76664682699996,562,227,12.565959022669102,7,True,Diesel,833834.1028890583
2852000,1708,25.011415802310857,12.157561736493275,481,193,4.273257867084933,7,False,Diesel,1430624.7751754376
2222000,509,20.27291924514218,26.053678985943726,388,192,4.271928992672086,2,True,Petrol,1490984.4548531957
2472000,2714,50.70314739134733,24.96497244779846,256,192,9.855596735828707,8,True,EV,699868.067796614
2796000,2699,53.56409514738903,14.028636016322444,352,224,9.236480288602955,8,False,CNG,910863.7898060783
3724000,4604,25.97161504080764,15.207687078527917,470,194,5.8210114292685065,2,True,Petrol,2591833.0540676136
3363000,1250,47.04131425216531,25.18532569202968,508,200,9.05267704326968,6,True,EV,1739064.3610877676
3384000,3369,25.568612096675114,20.117029352461177,329,269,12.398968685985617,3,False,EV,2169210.5315328576
2349000,1717,19.639546199586615,10.714421086560865,305,223,13.376203216864866,8,True,Petrol,870677.7720463038
2993000,4198,43.57268993386019,20.115701310142807,387,217,9.697229210941243,6,True,Petrol,1385458.5656474996
2734000,2551,56.33796798935058,22.24782102268771,363,201,4.734509887666426,5,True,EV,1220443.5637113866
3870000,4449,24.921816660463662,15.441277926035063,564,189,8.272032668930287,8,False,Petrol,2127279.980730582
1944000,4360,27.5477985305735,14.20149002535577,279,242,10.728443885778983,7,True,Petrol,561979.2775260907
3265000,4630,22.69844756588681,13.354077923936831,298,199,8.379695679852775,4,False,Petrol,1983366.5541791094
3125000,4344,33.119371541723744,23.457963734134495,305,186,8.912881686650644,8,False,Petrol,1383774.7731068924
2084000,2569,29.593679251263904,18.80914631806079,522,256,12.200006328814437,2,False,Petrol,1233482.487624231
2695000,3601,31.753613794549516,11.663526196046334,565,246,4.828803844089502,2,True,Diesel,1741796.269659523
1811000,1772,45.51385970877286,19.256648103223903,265,240,5.196830856522925,6,True,Petrol,448279.8918547002
4098000,1907,49.16681440297367,17.138003584503767,270,237,4.836913377284187,4,False,Petrol,2442633.0970131448
2779000,3448,41.69679313659815,10.836388377713755,545,182,6.672543637668659,8,True,EV,1107428.2893178316
3939000,2933,42.38737838862332,20.092146945020936,485,202,12.874857121368226,2,True,Petrol,2570461.234489459
3129000,4585,45.58640084578323,16.156290860851854,430,180,10.080219288166406,4,True,Diesel,1660739.0017740934
4239000,3880,55.950655126397855,14.521126473189527,360,253,10.691363766054552,5,True,EV,2356736.902019961
3766000,3524,25.330117634684214,18.802300518780658,407,253,11.392517838361826,8,False,Petrol,1988557.0908035205
3634000,3308,53.55375435061509,11.741646437872202,437,198,8.08498806694913,4,False,Petrol,2024181.2512658697
4300000,1130,39.73848813064755,20.742328680884214,269,218,7.783309412194889,7,False,Petrol,2383685.524875467
3658000,2381,44.99903835365672,28.56375880046553,351,262,12.457856179107736,6,False,EV,1916174.8433153094
3298000,4294,50.65520873828712,24.2568148154076,346,209,10.566073674063592,7,True,Diesel,1438601.0468391755
4010000,1389,23.089732524200144,29.518253237404345,410,244,9.545340813427824,6,True,Petrol,2454967.756855477
2117000,3298,19.66454387591123,24.000030934555287,549,215,4.733607656577739,2,True,Petrol,1421044.4614719069
1878000,2285,55.983501178232196,12.583058664914704,440,194,7.5638152689977085,7,True,Petrol,313347.61889977707
4010000,2118,28.470079322482334,19.378929282431038,380,267,10.263858692965444,6,False,Petrol,2360714.1003421796
4295000,541,35.46725720824857,29.921628410537593,310,256,11.923728342261064,6,False,Diesel,2513319.709007441
3476000,2530,48.35538687391126,20.68600013781701,346,228,10.068216386570843,8,True,Diesel,1517399.6857795676
3626000,2887,25.086059704884242,23.156704880296203,333,213,8.822923898156795,8,False,EV,1900231.1215201728
3221000,2264,17.68573005297169,16.472034533520898,279,227,6.3762724514997675,6,True,EV,1848716.6512601133
2496000,1424,53.50987856188849,22.565118783949245,266,237,8.606670477019847,3,False,Petrol,1196285.4828799374
2339000,1366,37.086839256193485,22.103357629441525,485,194,7.09663496814332,5,True,EV,1125442.8525134146
4049000,4322,42.71831511449468,14.766140022686882,558,182,10.302712646585753,6,True,Petrol,2271115.972932373
4384000,4823,31.447391438996426,28.627585215498893,266,262,8.245208981651391,8,False,Petrol,2406639.2775591207
4025000,2432,20.453409999667524,18.26059521472346,496,209,13.265453281272091,7,False,EV,2375113.5370634277
2553000,644,55.271348931039405,26.191166347160628,526,263,12.428401009685334,8,True,EV,795655.0043612827
4380000,1180,39.218599559982366,11.908480705539725,553,262,6.955233746882336,7,True,Petrol,2529904.9817472673
1837000,3231,25.11171218745763,12.845646374454669,504,263,12.035493169944251,8,True,Petrol,462049.70281233615
2870000,2523,17.23264110610826,29.366909704053953,386,249,5.984783301633591,6,False,Petrol,1613196.3438879554
4323000,1933,57.446438626106506,19.590067881601705,434,249,12.97717496365679,6,True,Diesel,2313250.9537710296
3086000,1870,53.91459408963923,22.71588482526048,437,201,5.657480978503658,6,True,Petrol,1430457.0674896806
4361000,4958,29.654319549508195,27.12627030310843,314,268,8.57548476227965,8,False,Petrol,2413798.1212738976
3472000,1566,46.65946991004934,19.435912990490223,510,221,12.974509478288189,8,True,Petrol,1570273.5271813418
3157000,840,55.94021008812778,16.90297596557042,460,261,13.737737157036534,6,False,EV,1422192.4194092625
3666000,4243,30.57775318084878,21.730011383198942,287,211,5.162477419631197,6,True,Petrol,2066387.298896948
2058000,2518,27.480694370211324,17.11256939554338,443,269,11.442475993109365,7,True,Petrol,717753.6025090811
4259000,1189,39.95699548235089,18.26572227249278,527,217,5.8427257204899306,7,False,Petrol,2434126.494007336
2421000,4316,38.87328882424511,10.940995916133268,539,211,9.224726475937572,3,True,Petrol,1309093.7662679006
2187000,3782,31.82942077838022,12.305312760090704,396,258,10.96607273998406,3,True,Petrol,1141009.3160929615
3781000,4879,44.9567515759542,21.60375040585376,596,237,4.532752820005204,4,False,Petrol,2300461.238321778
3069000,793,27.35439654282628,28.965456153091548,395,193,4.914978701867072,7,True,Diesel,1590102.7584696657
4140000,4761,30.03651105059404,20.28138568963106,431,183,4.602651282198284,7,True,Diesel,2379103.568483671
3588000,2129,37.92463396640811,13.066816998250495,357,197,4.738579588596201,7,True,Petrol,1859207.586844534
2148000,2985,56.61738736968303,17.98564001056157,499,200,12.632655670341734,8,True,Petrol,399631.44366011926
4000000,3589,59.55229938223418,18.89327389845618,330,197,4.98268115201344,3,True,Diesel,2348849.5381032
4467000,1777,32.01765276416904,27.333460921616602,503,242,9.965517594884542,3,False,Petrol,3049305.522444931
2076000,3887,39.433236231261404,22.819563765491512,412,248,6.296252283683207,2,True,Petrol,1131871.5974368039
1967000,2570,56.11608949216223,28.907043359051713,500,245,8.32627137137782,2,False,Diesel,906171.470473401
3493000,2069,21.86248129560606,20.60274684151479,531,202,8.954603547877438,5,False,EV,2187826.863687661
3602000,2257,38.107280845002904,22.273557730212715,256,218,9.504753797200927,7,False,EV,1831743.1099773522
2818000,4863,39.11661068461409,27.240268405629216,475,254,6.4575979309125,8,True,EV,1157932.5707328212
4250000,4751,47.37165243495979,15.248519853745627,266,239,13.108702233069435,4,True,Petrol,2484122.61487664
3015000,2706,15.280545281163048,26.70469611186862,545,183,12.32341516331254,5,True,EV,1849925.340488549
3102000,2831,49.421414768395955,18.323329540360884,296,199,11.175962720782959,5,True,EV,1506397.4468923612
2289000,4620,33.636931909675,16.177355364189403,419,221,12.5177403620622,4,True,EV,1114334.8683048405
2622000,1139,32.56698329340444,23.05132584559477,250,265,7.4814870013983565,2,False,Petrol,1618111.717624208
4161000,2321,33.990492975822946,24.482738493966814,586,187,4.467435243446694,8,True,Petrol,2339287.8256752226
